reportID,other_witnesses
40345,"2 witnesses, my husband was chopping fire wood and I was sitting in the truck"
35773,No other witnesses that I know of.
40024,"Just me and my friend, he was starting to file the chainsaw as his dog yelped, he started to go in the direction as the dog came running back"
28285,"3 other vehicles in front of me, especially the lead car. It braked first causing the rest of us to brake also. Not an abrubt braking, a gradual one."
27281,"just me, two friends were with me that heard it and saw all of the broken branches, etc. the next day"
26821,just me and my 2 boys
25368,3
25140,I was driving down 5th Street/College Drive from the Nanaimo Parkway
24564,There was 5 of us that witnessed the same sighting. we were just smoking and showing my cousins around.
24956,"One other man/father of 3 kids, camped in a RV."
24377,"I woke up my son, who said he had never heard anything like it.  He said it sound like a high pitched, two tone cry.  Like what ever it was, was either in pain or was calling to something."
24039,Unknown
23245,I hunt alone.
18534,no
20758,
17331,"various witnesses, but mostly just the people who live at our residence."
16598,Myself and my 14 year old son were hunting deer and bear (and sasquatch).
15571,My wife and son.
15541,none
15961,JUST ME
18441,There were 4 other witnesses. But believe this to be nothing.
15274,
15888,my wife
14344,
14020,My hiking partner also heard noises as we hiked.
14329,
13583,the first time 3 in total next time just me and my girlfriend
13464,"yes, my family (3 others)"
13800,I was alone outside the first time i heard these sounds. The second time my husband was with me. The third and fourth time my husband was with me.
12703,There were 7 of us.
13371,no other witnesses.
13390,"My son, his girlfreind, Hunting in the truck"
12855,There were nearly twenty people on the expedition. Hard to say how many people were present when various things happened.
12451,"No other direct witness, told my wife after sighting"
11915,
10878,No
10119,three witnessess myself included
10633,"2 adults and an 11 year old boy and the dog,walking and talking."
18913,One of my girlfriends was with me.
9438,my husband and myself.  We were sleeping.
9353,my husband and myself
9267,first sighting 5 saw it. second sighting 3 people saw it and last sighting 3 different people saw it. in total about 9 different poeple saw atleast on of the inccedents
9046,Just the people on shore who heard the splach of the boulders.
9819,not on that particular occasion.
9654,"My wife heard the footsteps, the cry, and saw the splashes from the rocks.  Our daughter slept through the cry, wasn't with us on the hike.  Don't know if she paid attention to the rocks or not.  We asked some folks if hey had heard anything but they said no."
8689,Ya know I always take my camera with me in case I see some deer or something but this time I was really late so I forgot to bring my camera and unfortunately I was alone.
15419,Just me...
7456,"Unfortunately no.  My husband was at work and when I inquired if any of my neighbors had heard anything, they had not as they were in the house at the time watching TV.  I told my husband about it the next day, but he was not home at the time."
6831,My son was looking the other way and did not see it.
9670,No witnesses.
4900,
6579,My husband and he was sound asleep in our motor home with the children prior to me waking him up.
20960,I have told 2 guys about it ..In all this time 1 thought I was crazy ....The other said something like If I sse it Ill believe it .....
3945,there was two witness including me. The other person was with me the entire time.
12100,two of us and two dogs
35539,driving alone
2113,
9778,none
7911,"Yes, one. She was with me at all sightings."
3899,"no witnesses, just self"
10864,There was one other witness.
3368,I was the only one who saw anything
9069,
2852,I was alone that day
2434,Sleeping--I made very sure of that. I hate being tricked.
2432,Slashing and cutting out diseased pine seedlings
4766,My son who was 4yrs old. The experience was quite traumatic at the time and he now claims to not remember.
17178,"Only I noticed the events.  My hubby is a big skeptic. I was chipping ice off the river edge when i felt I was being watched, my hairs on my neck stood on end.   In the middle of the night I awoke from a deep sleep."
5041,only my daughter that saw the prints
2418,There was one witness.
15389,There were two other witnesses.  My brother was there as well as a friend
2419,
2420,
2448,"The guy was living on the beach with a bunch of his friends. There was a few of them, women and men - all seemed to be hippy throw backs as I can remember. But must stress that the one guy who claims to have seen the sasquatch was very sincere."
17142,four witnesses        In hot springs
2445,Myself and two friends spent the last seven and a half days fishing and heading down the lake to the lodge where our truck and boat trailer were parked.
2433,"Working in the bush. These guys have no time to play around making non-boot tracks in the snow, not to mention that it would be kind of cold on the feet."
26050,two including myself. We both had eye contact with the creature.
11595,"1 solid witness, 6 who saw ""something"""
26765,Myself and two friends (all in my car)
10001,Three wittnesses listening to music.
14166,
2422,
15085,
3041,ther was me 2 brothers 2 cousins my dad and my gramndma   we were playing keep away
13427,No.
15141,Myself & 2 other witnesses (15 yrs old & 12 years old respectively)
14511,"my uncle (3years older than myself, I was 12) my father, who is now deceased."
24806,2
13232,none.
2443,
2447,"Throwing rocks in the air trying to break through the ice. We were kids having fun, but I remember it well."
2421,The witnesses were driving down the road. (Note: the story above was told to me by my parents--I was not one of the witnesses.)
11570,"In the first incident my girlfriend also witnessed the tracks.In the second it was my daughter, some 20 years later, who had the sighting"
21563,Other people in the house at the time but I was only witness.
294,"Two, Alan and Glen Boulier"
34822,"One other witness, we had been quiet, just waiting to get to the summit so we could watch the sky for stars and look for UFO's."
857,"My Dad (deceased), but I clearly remember that he looked in its direction and the next thing he was doing was hustling us into the house."
10572,None. Parents and three children in trailer only my mother woke up.
1408,
5172,"Five, watching the road, counting telephone poles."
1083,
14331,
14328,
31176,Christine
26331,angus garth and alex
35177,"none, the child's relatives were approx. 200 ft. away and did not see the creature."
12908,No
2404,there were 3 witnesses my aunt was screaming at me to go into the house or go to her... and my grandmother was also screaming at her screen door witch was about 100 feet away.
